Complejidad,Error,Modelo,Numero_lista
14,0.015808346684977492,"And(~x[9], ~x[12], ~x[13], ~x[14], ~x[15])",292
14,0.015808346684977492,"And(~x[9], ~x[11], ~x[12], ~x[14], ~x[15])",306
14,0.015808346684977492,"And(~x[9], ~x[11], ~x[12], ~x[13], ~x[15])",317
