1.567166518907419370e-01,7.816609889334625860e-01,7.426134818431628926e-01,1.142309262314849416e+00,1.113002579347571075e+00,3.905178586725123191e-01,5.625310758481967266e-01,3.757803775398025903e-01,2.355502834052595335e-02,6.113137886840590562e-01,4.215287628313701962e-02,2.083103991201923008e-02,8.030011330771860134e-01,1.346693701788435060e+00,1.939222150872817463e-01,6.363620966237408805e-01,8.221885930896506434e-01,5.746170462078752095e-03,9.245987237211538146e-01,3.658063176263021687e-01
9.465374988937069745e-03,9.719631009175266900e-01,5.323486881363741485e-01,1.295967581183623540e+00,1.032959964585670631e+00,2.969771546635067150e-01,2.745867026796603438e-01,3.940176956377462458e-01,1.665501845919742929e-01,7.629691731326890825e-01,3.094673864880592706e-02,4.610577537774138146e-02,9.232125375338816609e-01,1.631011940818032135e+00,8.765193667579537773e-02,5.732140259503094581e-01,4.844481972197055009e-01,8.726455474277015900e-02,9.822360529889619940e-01,5.679860844746427162e-01
7.885215818676318822e-01,1.069496604323262101e+00,2.552665869584265224e-01,7.895207176554766004e-01,9.300701260729793418e-01,1.880361236198021743e-02,2.964030668104992161e-01,2.716336907461179839e-01,1.408751245669462582e-01,4.740200227464866911e-01,6.693938838385937729e-02,2.228449390357055970e-01,5.369825260666076794e-01,1.297652458541881160e+00,1.583279861983267478e-01,3.989899142649518948e-01,5.936570166809692628e-01,2.300664929004450632e-01,6.205642531525994432e-01,5.495075593533470526e-01
5.902609591099357012e-01,6.614903079329438329e-01,8.648067395148370529e-02,4.632166943751344634e-01,9.827299180748977347e-01,5.819596124607999410e-02,2.012181136751611810e-02,3.628873621082515100e-02,1.467341986625701755e-01,3.363039016495048550e-01,9.293318780377267385e-02,4.833321872882922476e-01,4.654008758255564482e-01,9.977307858048644063e-01,2.102584119102015314e-01,3.488937708067679777e-01,2.341477041074211951e-01,2.374289525607870821e-01,3.681323497846746839e-01,3.517143185942972483e-02
1.978552289017850296e-01,3.941068385630031590e-01,2.167789111757998377e-01,6.436804901252097810e-01,7.283641021667484061e-01,2.414838690424300771e-02,1.144885787736868860e-01,2.787371268906241872e-01,2.465928999314120629e-01,1.801640191036031347e-01,1.798204240799177456e-01,3.016406173490083775e-01,1.050116123570165927e+00,6.582100498067333660e-01,2.763600102328035990e-01,3.664673828040075354e-01,4.907144976866387176e-01,2.956569718876805308e-01,2.590335125968698526e-01,5.430476825894026138e-01
1.595238166568754834e-01,4.003136625130608861e-01,3.737195601787909882e-01,5.498792544462868248e-01,4.374174742692898965e-01,2.023557503495909682e-01,5.332504669104985023e-02,3.328889044553623444e-01,2.751842529436311358e-01,3.925856381489716274e-01,1.652988749395162271e-01,1.276325753087537151e-02,6.130743788278795181e-01,6.121609144208053355e-01,2.599740919756864943e-01,2.475493575272966207e-01,2.107646695144810567e-01,1.889350913151606193e-01,3.608823778871536048e-01,5.758926044302046243e-01
3.339993471521618962e-01,3.513428842091652626e-01,2.966748202169816051e-01,2.301192966218927327e-01,4.609356326424447481e-01,5.158710812695935233e-02,1.149259284289691763e-01,3.517103964439831365e-02,1.734063365352055408e-01,2.611156866928268094e-01,1.296655785712778342e-01,2.859763847859876362e-01,4.602643420671991281e-01,8.015172566938912890e-01,1.268888732018877419e-01,4.252893836127836225e-01,2.197006307103664680e-01,1.051712710275023721e-01,1.708175167571396313e-01,4.844277549720004128e-01
4.215806206630231534e-01,4.255736718252873807e-01,4.124017929731847998e-01,2.139182761168447466e-01,5.242595721326288594e-01,5.371609635302068697e-02,2.585987030344896742e-01,8.100358783982750110e-02,6.743880861020411233e-02,1.682459462341970302e-02,1.190470483441193467e-01,1.697368632172874259e-01,7.172169836688339073e-01,4.522894345372295843e-01,2.634695569504198476e-01,4.496162708692627019e-01,3.586209156392879960e-01,2.081337430699304047e-01,1.982083303402162322e-01,4.317384874311521181e-01
2.836166994045010714e-01,2.362495546636196875e-01,4.706453863142900929e-01,7.800127359129565008e-01,5.641469155143945535e-01,2.872522847642533517e-02,2.310433969096867823e-01,5.557456958120816914e-02,2.291182861230729451e-01,1.713380929700853428e-01,1.601431897909437740e-01,1.767645308228959766e-01,4.135231730991520971e-01,1.989312174094106656e-01,1.135608976473454490e-01,4.393116833907459995e-01,4.961697536328213420e-02,3.812437760853326640e-01,1.738462589151717197e-01,2.117375657730761196e-01
5.326030520009812363e-01,1.426766992281506274e-01,7.335277891866986977e-02,6.022073725438977787e-01,3.931635506416168990e-01,1.414075077032073136e-02,1.811041875073243490e-01,1.620211366409752829e-01,1.179722330509370143e-01,1.835705647366056570e-02,1.058999734394538844e-01,3.581047689663000022e-01,1.326099463274986179e-01,3.419544893714958622e-01,9.359507480928254408e-02,1.738671036740520037e-01,4.088263506043031126e-01,3.735452342190664909e-02,5.602672248276130418e-01,1.929198421011740494e-01
