1.465293962241825121e-01,4.950161626214714672e-01,7.919720896479179872e-01,3.778385153384378192e-01,6.417336672172870848e-01,4.163272946389658391e-01,3.081800109833321422e-01,6.514191650612906059e-01,4.400946709880187990e-01,4.830680935848527535e-01,2.146858192191892223e-01,5.982620318365651224e-01,1.641394650103865427e+00,1.123989537920221382e+00,3.189939031563766569e-01,6.074249619805180966e-01,1.006853482814890954e+00,6.944477005688383109e-01,3.855550927644631198e-02,8.447279243389653469e-02
3.456529313755271060e-01,5.122387258931315746e-01,5.216406636376940131e-01,5.884710391431533516e-01,5.155539429227065096e-01,2.035739459903135318e-01,2.930693863348100003e-01,3.517161846802732694e-01,3.493072049462829232e-01,3.353069469880259890e-01,1.614350686730488260e-01,3.252549356473658504e-01,1.497229018186814198e+00,1.141520709225391395e+00,2.040994559522402441e-01,3.797425814334093319e-01,8.049211724326161832e-01,5.226011927748366315e-01,8.238333813875682587e-02,1.167735814574828862e-01
3.132348398055372352e-01,6.072915933820244305e-01,6.673197854580650290e-01,5.184655583685282565e-01,7.120000471391531027e-01,1.377996742848656142e-01,2.865931726567362281e-01,4.702511002754603542e-01,3.331935179088985066e-01,1.523451081020178455e-01,1.792678479904508126e-02,3.507171152194922259e-01,9.253971907375164729e-01,8.241028504446852310e-01,3.042233907135920012e-01,1.961113958902600263e-01,8.437706121859123165e-01,7.481667250144226067e-01,2.098183750620465082e-02,1.810538110030660564e-01
1.644626425667090053e-01,2.693516726467146682e-01,5.256263959346914039e-01,2.988027045310134855e-01,6.123313281862270419e-01,1.152355197843557832e-01,3.947088101971097940e-01,1.941197084074793022e-01,1.707958528842480894e-01,1.872343431123543733e-01,3.183235977407279371e-01,4.518192830706388441e-01,8.822210930749742053e-01,7.788095922831714812e-01,3.743427656646396429e-01,6.735728183580262651e-02,6.644227448778518008e-01,5.770793064005611539e-01,2.428681833014766436e-02,2.201759038430712578e-01
1.969810827479651083e-01,5.427422433353418230e-01,5.109709461433312727e-01,7.673850711243102030e-04,4.305709545795644577e-01,3.065981194565139956e-01,1.697494219106817637e-01,4.863381920262216385e-01,1.452649408572480594e-01,1.268534769990415922e-01,1.020474146393559045e-01,6.028455508189083378e-01,1.100727972476360783e+00,6.462758031039755879e-01,2.470123392344755198e-01,3.467327353493996345e-01,5.207947782799193792e-01,7.985989935533887030e-01,1.118707391184542085e-02,1.038330091245924791e-01
1.939860304373166588e-01,2.405664453348073384e-01,3.189760954100828716e-01,8.458539472976641521e-03,3.323560708462481306e-01,2.452070304834276793e-01,2.291278462544584504e-01,6.717539896218043260e-01,7.645373741123438760e-02,1.040706337704524337e-01,1.024822664256395816e-01,1.157784209887960797e-01,4.978605158078557302e-01,5.630453537158851551e-01,3.473198673920528945e-01,2.719100841374569311e-02,1.564398761798260415e-02,9.285607048807396069e-01,3.920764962108277962e-02,1.762603929250267376e-01
2.963057219274528031e-01,5.674024057573671259e-02,1.812165874348501127e-01,9.575404065452056135e-02,6.277370416674029618e-01,3.251242529554213556e-01,2.741527888161764404e-01,6.101080547131529919e-01,4.152925285184166926e-02,7.680114406984442366e-02,4.683419888200088810e-01,8.849475866939142399e-02,6.261474399815962766e-01,6.551123246976324754e-01,3.456872290377974721e-01,9.740552214343065063e-02,3.087316860365827559e-02,7.017453900301826586e-01,1.534216741075705714e-02,1.591620155984048990e-01
4.486481625593278233e-01,1.006992341957181347e-01,6.391605362263860224e-01,2.333912161767553450e-01,5.290451989100664054e-01,7.754828284569245667e-02,3.884367874019319933e-01,3.874534489804910553e-01,1.735240592720080632e-01,1.234549551019556712e-01,3.372755718969101535e-01,1.583957616050096495e-01,5.306730369832971528e-01,5.624854237482270758e-01,1.789400596800175824e-01,7.103233626219912500e-02,1.513646600237758821e-01,9.898185093010269942e-01,6.200167078312840419e-02,1.556541685213011228e-01
4.801529188583421315e-02,1.499086771718891598e-01,5.827821097553738117e-01,5.962526316187079234e-02,3.362536152839130654e-01,4.263151323787226499e-01,3.560347873256282658e-01,3.376306851490642469e-01,2.767314890202427977e-02,7.719443609052217825e-02,3.713397315004008936e-01,3.348448038443534447e-01,9.699878347607383544e-01,4.574413933023094847e-01,4.008055678428893431e-01,1.817990125863639395e-01,6.634185249900694803e-01,9.596340946913897163e-01,1.810092873484046294e-01,1.550830744256311289e-01
1.921375814356172940e-01,4.067343368533294368e-01,6.564474377943806394e-01,1.242455671353606961e-01,3.367724628185535529e-01,2.449063743672081073e-01,6.051516810935668733e-01,2.128251139828941652e-01,1.264474960097364820e-01,1.024896018750471316e-01,4.988217750908573445e-01,1.112163963901002112e-01,7.975508018428134616e-01,3.002344992311181682e-01,3.698663914874803504e-01,2.113987637303935685e-01,8.783054985956410821e-02,8.748508155488219362e-01,8.567358167199969066e-02,5.417227980618074534e-01
3.171754705247563644e-01,1.941785971788163867e-01,1.638764568641362662e-01,3.426264877274469434e-02,4.941114361195456661e-01,2.112117874636551818e-01,2.643515876091342975e-01,1.830279234356739781e-01,4.271471764320876330e-02,3.045304510859057623e-01,2.951278537703420080e-01,3.555419179677460351e-01,7.913668707245073985e-01,8.276649159769808861e-01,6.253678222666505526e-01,4.929466025322578604e-01,1.129831911202086037e-01,8.034193059765981637e-01,3.871269504489285307e-01,3.896883175550007739e-01
6.140410898699298903e-01,6.575895936643255668e-02,5.795628767029237238e-01,1.451538717298358760e-01,2.250042453825266686e-01,3.987878893415576775e-01,3.233564664959690527e-01,1.400337714512341070e-01,1.117149464407208859e-01,1.466244390824018584e-01,4.433294439240877960e-01,3.681970795193802992e-01,5.806210054611651294e-01,7.231044847760090821e-01,6.052129978620354178e-01,5.599411884995684208e-01,3.611381032800707880e-01,2.200738348414597034e-01,4.731067157045998339e-02,5.624592040225240286e-01
6.375123314993297319e-01,2.964471295584811816e-01,6.600636834190493074e-01,2.719819870985000776e-01,2.580099815027058763e-01,3.330156480497366012e-01,4.957221355220822745e-01,3.161762212412535522e-01,1.784676557783607675e-01,1.992489569927763382e-01,6.082170674445946945e-01,1.580120095293133797e-01,7.152565753113677705e-01,4.029362489614636278e-01,5.475330658990109622e-01,7.625261894994432854e-01,1.916256895875000366e-01,3.197313481644473709e-01,4.617747151094365315e-02,3.634362419853139903e-01
5.102508981478102168e-01,1.679669762216290940e-01,5.831308606267122663e-01,1.830030834154078301e-01,3.745209872770356996e-01,3.996335015154107162e-01,4.692050021994269016e-01,3.221850931657382899e-01,1.745842944007962028e-01,9.387803684448008112e-02,3.604209222627975939e-01,1.642150449413932733e-01,6.364014315213077921e-01,2.977697266936361609e-01,5.795125560502746298e-01,5.302347142993345530e-01,3.263937149321946563e-01,4.455107814859156634e-01,2.244102560240308630e-01,4.367018084372641384e-01
5.736863002148628876e-01,3.731460763485833776e-01,6.911832779000521843e-01,3.160619910550072076e-01,3.364418686170610462e-01,1.362656899041013725e-01,2.975328291225802779e-01,3.849990122655667091e-01,4.208155360317686333e-01,2.329416230725752934e-01,4.170777418776580592e-01,3.588641472038524016e-01,7.743358491430528678e-01,2.412300895063531070e-01,4.259311221256217306e-01,2.754610861793438392e-02,2.892279078621810551e-01,7.095961871288604117e-01,1.695164710854013546e-04,2.380572411312179559e-01
5.919856928417195352e-01,2.114620946928991718e-01,5.325595196847492385e-01,1.164023969634234157e-02,4.235195325926280341e-01,3.599980047624596891e-01,5.151867734193656956e-01,3.344064326037563539e-01,3.549166502294586190e-01,1.375488963876807420e-02,4.025054364353839453e-01,5.046425050671754509e-02,5.129900196349070907e-01,3.296357236562276749e-01,1.050809709031185202e-01,3.844459183737582442e-01,2.021637986640837381e-01,7.243353185809788819e-01,5.445335246791932482e-02,4.344410052439149350e-01
