4.915546628469393275e-01,3.919166444906079794e-01,8.777643673475461483e-01,2.652341408331505557e-01,7.456713989506833506e-01,5.776023331290146556e-01,3.631797444666175489e-01,6.410349865338080821e-01,5.236319429518376811e-01,6.948485264428180264e-01,6.937194243892305101e-01,6.113839932451251569e-01,8.038275844851681118e-01,9.311187887926247742e-01,6.521982345592872710e-01,7.012470763004382546e-01
6.169290032217142894e-01,6.926576938188812038e-01,7.533273994958628039e-01,4.905398967029562241e-01,7.384065289846349911e-01,5.208242425680560395e-01,5.029204887191072171e-01,7.437765455778313495e-01,5.776191131316882332e-01,5.716097542167932755e-01,7.375183891383997326e-01,4.239683641269624825e-01,9.053889428173016451e-01,8.694103454379586982e-01,4.342199057713881372e-01,6.837263398605331055e-01
6.590391275919784686e-01,4.850980410510712937e-01,8.531913037820594292e-01,2.315666038800096582e-01,9.844731386411229579e-01,5.092557403448367825e-01,1.871288647030141528e-01,6.171230457382278489e-01,6.403804414449790761e-01,5.888052357925951386e-01,7.835520967976461471e-01,5.224457208902950622e-01,8.583341298380673390e-01,8.822596115035161723e-01,4.006704880743386932e-01,6.947635645889059797e-01
7.408608495544293238e-01,5.303001435577834322e-01,9.079188958138395549e-01,4.688848147137594236e-01,8.270673207416844308e-01,5.833849401449052730e-01,4.457418228662656245e-01,7.002272074021516080e-01,7.206991468899468511e-01,4.111219676801593503e-01,8.821191963390747626e-01,4.201363229521846709e-01,1.113288298253638509e+00,1.003534597005415030e+00,4.511880824033854820e-01,6.733303814741695703e-01
7.689550800753727211e-01,5.221502845941188298e-01,7.918362164795347269e-01,2.250769810316649300e-01,7.483110215148459643e-01,7.144107428667898496e-01,5.051479364826794161e-01,6.893712219020722287e-01,4.397059604243930830e-01,4.901647311885216074e-01,1.044075865145297932e+00,5.616343034489431618e-01,1.012753117474463727e+00,1.014575324003495149e+00,6.479186850581285517e-01,7.839833495534348495e-01
7.727514284172365411e-01,6.359149747042569523e-01,1.034985472688801256e+00,5.020079501745151607e-01,8.569448334661532440e-01,5.251860851936468455e-01,5.156214957366453966e-01,6.646393338040836873e-01,4.625581463639609758e-01,4.950504758361631841e-01,8.622142483490425890e-01,4.783732381224456987e-01,1.011832623064645054e+00,9.060445679075751491e-01,6.682738952954216938e-01,7.824959094718042518e-01
9.517032871210332479e-01,5.805363272686177023e-01,7.503943098146248492e-01,5.266083057882080531e-01,6.294522301600795622e-01,5.769187002691212873e-01,3.836345920935180231e-01,7.041767334329751549e-01,5.537433123857135042e-01,5.679760805041936811e-01,7.930823955418856430e-01,6.001947673263025029e-01,8.929232691469253247e-01,1.138558847384400607e+00,7.217443831800302023e-01,7.433606657757501068e-01
8.504386650286847038e-01,3.794213015115787679e-01,6.180472421720621945e-01,3.843744876235302699e-01,5.946094336687598458e-01,5.638072409159929910e-01,3.557601276929813761e-01,6.874513500180305936e-01,6.892091590728133266e-01,7.266246361309044444e-01,8.345647512007562385e-01,5.105056190739383215e-01,6.733658634950696609e-01,9.530427248050430400e-01,7.128169416426222149e-01,7.527535504243123565e-01
7.587580619907090540e-01,4.109159021097831266e-01,4.900259206188015138e-01,3.437663580336988156e-01,7.172811711792621558e-01,6.583719566200937345e-01,3.843115569749724902e-01,4.604988512221844243e-01,5.303028788571478858e-01,7.088690488180777738e-01,6.855086973337809475e-01,5.498486625543140827e-01,8.834416253167233224e-01,1.013228056542908817e+00,6.025295710046791875e-01,6.139079900354119657e-01
6.842648961556375697e-01,6.707966701603699233e-01,3.963937654937280675e-01,3.881445531947981253e-01,6.126734261488681055e-01,6.056647515730363418e-01,5.112381315780536450e-01,3.208770061742423074e-01,5.683872331380095400e-01,6.585100242559416284e-01,7.817607729969452413e-01,5.896709929605228329e-01,9.506692788106045899e-01,1.106627362745091991e+00,5.324946809027985006e-01,6.411280963216392514e-01
