Species,Times,Concentrations
"[0, 1, 0, 0, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.00242047619048], [0.0075, 0.0605119047619], [0.0075, 0.0895576190476]]"
"[0, 1, 0, 0, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0], [0.135, 0.0480181818182], [0.0075, 0.0909818181818]]"
"[0, 1, 0, 0, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.00224841269841], [0.135, 0.0719492063492], [0.0075, 0.0674523809524]]"
"[0, 1, 0, 0, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0023215625], [0.0075, 0.04643125], [0.135, 0.0998271875]]"
"[0, 1, 0, 0, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0], [0.0075, 0.0584897727273], [0.135, 0.0769602272727]]"
"[0, 1, 0, 0, 1, 0, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.00530061538462], [0.0075, 0.0768589230769], [0.0075, 0.0901104615385]]"
"[0, 1, 0, 0, 1, 0, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.00510566666667], [0.0075, 0.0527585555556], [0.0075, 0.0953057777778]]"
"[0, 1, 0, 0, 1, 0, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0], [0.135, 0.0665553658537], [0.0075, 0.0988246341463]]"
"[0, 1, 0, 0, 1, 0, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0], [0.135, 0.0601961538462], [0.0075, 0.113703846154]]"
"[0, 1, 0, 0, 1, 0, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0], [0.0075, 0.0539888888889], [0.135, 0.0917811111111]]"
"[0, 1, 0, 0, 1, 0, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0], [0.0075, 0.0692824390244], [0.135, 0.0885275609756]]"
"[0, 1, 0, 0, 1, 0, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.00996854700855], [0.0075, 0.0398741880342], [0.0075, 0.0959472649573]]"
"[0, 1, 0, 0, 1, 0, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.00938823529412], [0.0075, 0.0305117647059], [0.0075, 0.0798]]"
"[0, 1, 0, 0, 1, 0, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.00257904761905], [0.135, 0.05416], [0.0075, 0.078660952381]]"
"[0, 1, 0, 0, 1, 0, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.00433923913043], [0.135, 0.0448388043478], [0.0075, 0.0838919565217]]"
"[0, 1, 0, 0, 1, 0, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0], [0.0075, 0.0212294262295], [0.135, 0.0680805737705]]"
"[0, 1, 0, 0, 1, 0, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.00831925925926], [0.0075, 0.033277037037], [0.135, 0.0707137037037]]"
"[0, 1, 0, 0, 0, 1, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.0542772815534], [0.0075, 0.0928427184466], [0.0075, 0.0]]"
"[0, 1, 0, 0, 0, 1, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.059017], [0.0075, 0.109603], [0.0075, 0.0]]"
"[0, 1, 0, 0, 0, 1, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0423994186047], [0.135, 0.0926505813953], [0.0075, 0.0]]"
"[0, 1, 0, 0, 0, 1, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0366660869565], [0.135, 0.0796539130435], [0.0075, 0.0]]"
"[0, 1, 0, 0, 0, 1, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0551755102041], [0.0075, 0.0934918367347], [0.135, 0.00153265306122]]"
"[0, 1, 0, 0, 0, 1, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0419494382022], [0.0075, 0.0825005617978], [0.135, 0.0]]"
"[0, 1, 0, 0, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.0594660869565], [0.0075, 0.117013913043], [0.0075, 0.0]]"
"[0, 1, 0, 0, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.0589902912621], [0.0075, 0.112924271845], [0.0075, 0.0016854368932]]"
"[0, 1, 0, 0, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0448988888889], [0.135, 0.0897977777778], [0.0075, 0.00792333333333]]"
"[0, 1, 0, 0, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0462857142857], [0.135, 0.109234285714], [0.0075, 0.0]]"
"[0, 1, 0, 0, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0249562043796], [0.0075, 0.11180379562], [0.135, 0.0]]"
"[0, 1, 0, 0, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0292828571429], [0.0075, 0.0732071428571], [0.135, 0.0]]"
"[0, 1, 0, 0, 0, 0, 1, 1]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.099011], [0.0075, 0.0792088], [0.0075, 0.0018002]]"
"[0, 1, 0, 0, 0, 0, 1, 1]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.0910907317073], [0.0075, 0.0786692682927], [0.0075, 0.0]]"
"[0, 1, 0, 0, 0, 0, 1, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0913309649123], [0.135, 0.0835910526316], [0.0075, 0.00154798245614]]"
"[0, 1, 0, 0, 0, 0, 1, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0523679381443], [0.135, 0.101562061856], [0.0075, 0.0]]"
"[0, 1, 0, 0, 0, 0, 1, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0712757017544], [0.0075, 0.0820342982456], [0.135, 0.0]]"
"[0, 1, 0, 0, 0, 0, 1, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0576296363636], [0.0075, 0.0789275454545], [0.135, 0.00125281818182]]"
"[0, 0, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.0778160256410256], [0.0075, 0.000333974358974359], [0.0075, 0.0]]"
"[0, 0, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0775168656716418], [0.135, 0.0], [0.0075, 0.00321313432835821]]"
"[0, 0, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.07495], [0.135, 0.0], [0.0075, 0.0]]"
"[0, 0, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.07404], [0.0075, 0.0], [0.135, 0.0]]"
"[0, 0, 1, 1, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.08364], [0.0075, 0.0], [0.0075, 0.05576]]"
"[0, 0, 1, 1, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.0795957446808511], [0.0075, 0.0], [0.0075, 0.0700442553191489]]"
"[0, 0, 1, 1, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0987549397590362], [0.135, 0.0], [0.0075, 0.0530350602409639]]"
"[0, 0, 1, 1, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0986829411764706], [0.135, 0.0], [0.0075, 0.0538270588235294]]"
"[0, 0, 1, 1, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0946973846153846], [0.0075, 0.0], [0.135, 0.0554326153846154]]"
"[0, 0, 1, 1, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0984295061728395], [0.0075, 0.0], [0.135, 0.0520004938271605]]"
"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.0652375], [0.0075, 0.0], [0.0075, 0.0913325]]"
"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.0699555102040816], [0.0075, 0.0], [0.0075, 0.0858544897959184]]"
"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0825531707317073], [0.135, 0.0], [0.0075, 0.0646068292682927]]"
"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.080085], [0.135, 0.0], [0.0075, 0.068845]]"
"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0855481690140845], [0.0075, 0.0], [0.135, 0.0742918309859155]]"
"[0, 0, 1, 1, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0883633846153846], [0.0075, 0.0], [0.135, 0.0805666153846154]]"
"[0, 0, 1, 1, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.0925306542056075], [0.0075, 0.0], [0.0075, 0.0671593457943925]]"
"[0, 0, 1, 1, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0851748529411765], [0.135, 0.0], [0.0075, 0.0633351470588235]]"
"[0, 0, 1, 1, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0681572815533981], [0.135, 0.0], [0.0075, 0.0594827184466019]]"
"[0, 0, 1, 1, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0711578523489933], [0.0075, 0.0], [0.135, 0.0740821476510067]]"
"[0, 0, 1, 1, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0756607228915663], [0.0075, 0.0], [0.135, 0.0738592771084337]]"
"[0, 0, 1, 0, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.0848597260273973], [0.0075, 0.0], [0.0075, 0.0739802739726027]]"
"[0, 0, 1, 0, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0793955555555556], [0.135, 0.00496222222222222], [0.0075, 0.0719522222222222]]"
"[0, 0, 1, 0, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0477415254237288], [0.135, 0.0376906779661017], [0.0075, 0.0628177966101695]]"
"[0, 0, 1, 0, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0823663492063492], [0.0075, 0.0], [0.135, 0.0702536507936508]]"
"[0, 0, 1, 0, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0853675757575758], [0.0075, 0.0], [0.135, 0.0629024242424242]]"
"[0, 0, 1, 0, 1, 0, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.0750339622641509], [0.0075, 0.0], [0.0075, 0.0906660377358491]]"
"[0, 0, 1, 0, 1, 0, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0676042857142857], [0.135, 0.0146171428571429], [0.0075, 0.0712585714285714]]"
"[0, 0, 1, 0, 1, 0, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0673835051546392], [0.135, 0.0122515463917526], [0.0075, 0.0689149484536082]]"
"[0, 0, 1, 0, 1, 0, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0636503225806452], [0.0075, 0.0159125806451613], [0.135, 0.0848670967741935]]"
"[0, 0, 1, 0, 1, 0, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0704122807017544], [0.0075, 0.0112659649122807], [0.135, 0.0788617543859649]]"
"[0, 0, 1, 0, 1, 0, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.0840474725274725], [0.0075, 0.00175098901098901], [0.0075, 0.0735415384615385]]"
"[0, 0, 1, 0, 1, 0, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.0726699029126214], [0.0075, 0.00726699029126214], [0.0075, 0.0697631067961165]]"
"[0, 0, 1, 0, 1, 0, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0768038461538461], [0.135, 0.0121269230769231], [0.0075, 0.0687192307692308]]"
"[0, 0, 1, 0, 1, 0, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0502146153846154], [0.135, 0.02251], [0.0075, 0.0623353846153846]]"
"[0, 0, 1, 0, 1, 0, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0649673333333333], [0.0075, 0.0239353333333333], [0.135, 0.0649673333333333]]"
"[0, 0, 1, 0, 1, 0, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0691149438202247], [0.0075, 0.0151715730337079], [0.135, 0.0657434831460674]]"
"[0, 0, 1, 0, 0, 1, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.09704275], [0.0075, 0.0], [0.0075, 0.07172725]]"
"[0, 0, 1, 0, 0, 1, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.11554125], [0.0075, 0.0], [0.0075, 0.05251875]]"
"[0, 0, 1, 0, 0, 1, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0946583720930233], [0.135, 0.0], [0.0075, 0.0649616279069767]]"
"[0, 0, 1, 0, 0, 1, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.109654929577465], [0.135, 0.0], [0.0075, 0.0460550704225352]]"
"[0, 0, 1, 0, 0, 1, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.100980454545455], [0.0075, 0.0], [0.135, 0.0699095454545454]]"
"[0, 0, 1, 0, 0, 1, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.08568], [0.0075, 0.0], [0.135, 0.08568]]"
"[0, 0, 1, 0, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.0866794936708861], [0.0075, 0.0], [0.0075, 0.0763605063291139]]"
"[0, 0, 1, 0, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.09999], [0.135, 0.04444], [0.0075, 0.0]]"
"[0, 0, 1, 0, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0855560824742268], [0.135, 0.0522037113402062], [0.0075, 0.00290020618556701]]"
"[0, 0, 1, 0, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0894236708860759], [0.0075, 0.0], [0.135, 0.074866329113924]]"
"[0, 0, 1, 0, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0737496774193548], [0.0075, 0.0061458064516129], [0.135, 0.0629945161290323]]"
"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.107596153846154], [0.0075, 0.0602538461538462], [0.0075, 0.0]]"
"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.0980415652173913], [0.0075, 0.0727884347826087], [0.0075, 0.0]]"
"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.084271746031746], [0.135, 0.081638253968254], [0.0075, 0.0]]"
"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0840144736842105], [0.135, 0.0576815789473684], [0.0075, 0.00125394736842105]]"
"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0888202469135802], [0.0075, 0.0726711111111111], [0.135, 0.00201864197530864]]"
"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0527446464646465], [0.0075, 0.100835353535354], [0.135, 0.0]]"
"[0, 0, 0, 1, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.0], [0.0075, 0.0856864705882353], [0.0075, 0.0650035294117647]]"
"[0, 0, 0, 1, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.0], [0.0075, 0.0432216071428571], [0.0075, 0.0841683928571429]]"
"[0, 0, 0, 1, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0], [0.135, 0.0456041666666667], [0.0075, 0.103645833333333]]"
"[0, 0, 0, 1, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0], [0.135, 0.0531801470588235], [0.0075, 0.0914698529411765]]"
"[0, 0, 0, 1, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0], [0.0075, 0.0301888], [0.135, 0.1113212]]"
"[0, 0, 0, 1, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0], [0.0075, 0.0391534246575342], [0.135, 0.103756575342466]]"
"[0, 0, 0, 1, 1, 0, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.00217842857142857], [0.0075, 0.0392117142857143], [0.0075, 0.111099857142857]]"
"[0, 0, 0, 1, 1, 0, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.0], [0.0075, 0.0452936842105263], [0.0075, 0.0981363157894737]]"
"[0, 0, 0, 1, 1, 0, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0], [0.135, 0.04500125], [0.0075, 0.10928875]]"
"[0, 0, 0, 1, 1, 0, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0], [0.135, 0.0562516326530612], [0.0075, 0.0888183673469388]]"
"[0, 0, 0, 1, 1, 0, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0], [0.0075, 0.0689849438202247], [0.135, 0.0925850561797753]]"
"[0, 0, 0, 1, 1, 0, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0], [0.0075, 0.0331556603773585], [0.135, 0.126594339622642]]"
"[0, 0, 0, 1, 1, 0, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.00433186046511628], [0.0075, 0.0505383720930232], [0.0075, 0.0693097674418605]]"
"[0, 0, 0, 1, 1, 0, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.0078644578313253], [0.0075, 0.0440409638554217], [0.0075, 0.078644578313253]]"
"[0, 0, 0, 1, 1, 0, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0032306329113924], [0.135, 0.0500748101265823], [0.0075, 0.0743045569620253]]"
"[0, 0, 0, 1, 1, 0, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.00441684782608696], [0.135, 0.0426961956521739], [0.0075, 0.0883369565217391]]"
"[0, 0, 0, 1, 1, 0, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.00453068181818182], [0.0075, 0.0498375], [0.135, 0.0785318181818182]]"
"[0, 0, 0, 1, 1, 0, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.017020253164557], [0.0075, 0.0472784810126582], [0.135, 0.0851012658227848]]"
"[0, 0, 0, 1, 0, 1, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.0], [0.0075, 0.140017281553398], [0.0075, 0.00137271844660194]]"
"[0, 0, 0, 1, 0, 1, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.0], [0.0075, 0.14675], [0.0075, 0.0]]"
"[0, 0, 0, 1, 0, 1, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0], [0.135, 0.141730263157895], [0.0075, 0.00188973684210526]]"
"[0, 0, 0, 1, 0, 1, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0], [0.135, 0.13606], [0.0075, 0.0]]"
"[0, 0, 0, 1, 0, 1, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0], [0.0075, 0.143251692307692], [0.135, 0.00223830769230769]]"
"[0, 0, 0, 1, 0, 1, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0], [0.0075, 0.142730161290323], [0.135, 0.00233983870967742]]"
"[0, 0, 0, 1, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.0], [0.0075, 0.157388165137615], [0.0075, 0.00294183486238532]]"
"[0, 0, 0, 1, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.0], [0.0075, 0.144632888888889], [0.0075, 0.00328711111111111]]"
"[0, 0, 0, 1, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0], [0.135, 0.140489256198347], [0.0075, 0.00117074380165289]]"
"[0, 0, 0, 1, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0], [0.135, 0.14119], [0.0075, 0.0]]"
"[0, 0, 0, 1, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0], [0.0075, 0.168301891891892], [0.135, 0.00308810810810811]]"
"[0, 0, 0, 1, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0127661538461538], [0.0075, 0.111703846153846], [0.135, 0.0]]"
"[0, 0, 0, 1, 0, 0, 1, 1]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.0], [0.0075, 0.0870615189873418], [0.0075, 0.0477984810126582]]"
"[0, 0, 0, 1, 0, 0, 1, 1]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.0], [0.0075, 0.100294032258065], [0.0075, 0.0443159677419355]]"
"[0, 0, 0, 1, 0, 0, 1, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0], [0.135, 0.109967647058824], [0.0075, 0.0146623529411765]]"
"[0, 0, 0, 1, 0, 0, 1, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0], [0.135, 0.111356756756757], [0.0075, 0.00309324324324324]]"
"[0, 0, 0, 1, 0, 0, 1, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0], [0.0075, 0.0938543283582089], [0.135, 0.055865671641791]]"
"[0, 0, 0, 1, 0, 0, 1, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0], [0.0075, 0.108801], [0.135, 0.023079]]"
"[0, 0, 0, 0, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.0498292592592593], [0.0075, 0.0734325925925926], [0.0075, 0.0183581481481481]]"
"[0, 0, 0, 0, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.0339061333333333], [0.0075, 0.0999338666666667], [0.0075, 0.0]]"
"[0, 0, 0, 0, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0217833333333333], [0.135, 0.108916666666667], [0.0075, 0.0]]"
"[0, 0, 0, 0, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0272866176470588], [0.135, 0.113344411764706], [0.0075, 0.00209897058823529]]"
"[0, 0, 0, 0, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0410588372093023], [0.0075, 0.0600090697674419], [0.135, 0.0347420930232558]]"
"[0, 0, 0, 0, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0465592105263158], [0.0075, 0.0726323684210526], [0.135, 0.0223484210526316]]"
"[0, 0, 0, 0, 1, 1, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.05652], [0.0075, 0.08478], [0.0075, 0.0]]"
"[0, 0, 0, 0, 1, 1, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.0567204545454545], [0.0075, 0.0819295454545454], [0.0075, 0.0]]"
"[0, 0, 0, 0, 1, 1, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0319186486486486], [0.135, 0.107021351351351], [0.0075, 0.0]]"
"[0, 0, 0, 0, 1, 1, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0385572], [0.135, 0.0871728], [0.0075, 0.0]]"
"[0, 0, 0, 0, 1, 1, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0514602985074627], [0.0075, 0.0879113432835821], [0.135, 0.00428835820895522]]"
"[0, 0, 0, 0, 1, 1, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0518279104477612], [0.0075, 0.0729429850746269], [0.135, 0.00383910447761194]]"
"[0, 0, 0, 0, 1, 0, 1, 1]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.0484603658536585], [0.0075, 0.110489634146341], [0.0075, 0.0]]"
"[0, 0, 0, 0, 1, 0, 1, 1]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.0538621176470588], [0.0075, 0.109647882352941], [0.0075, 0.0]]"
"[0, 0, 0, 0, 1, 0, 1, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.03434], [0.135, 0.12019], [0.0075, 0.0]]"
"[0, 0, 0, 0, 1, 0, 1, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0567535294117647], [0.135, 0.0794549411764706], [0.0075, 0.00162152941176471]]"
"[0, 0, 0, 0, 1, 0, 1, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0228643137254902], [0.0075, 0.12289568627451], [0.135, 0.0]]"
"[0, 0, 0, 0, 1, 0, 1, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0415170454545455], [0.0075, 0.0996409090909091], [0.135, 0.00498204545454545]]"
"[0, 0, 0, 0, 0, 1, 1, 1]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.137327142857143], [0.0075, 0.00416142857142857], [0.0075, 0.00416142857142857]]"
"[0, 0, 0, 0, 0, 1, 1, 1]","[1, 0, 0, 0, 0, 1]","[[0.135, 0.152271844660194], [0.0075, 0.00304543689320388], [0.0075, 0.00152271844660194]]"
"[0, 0, 0, 0, 0, 1, 1, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.111560119047619], [0.135, 0.0188794047619048], [0.0075, 0.0137304761904762]]"
"[0, 0, 0, 0, 0, 1, 1, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.1389375], [0.135, 0.0106875], [0.0075, 0.007125]]"
"[0, 0, 0, 0, 0, 1, 1, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.110982666666667], [0.0075, 0.00158546666666667], [0.135, 0.00634186666666667]]"
"[0, 0, 0, 0, 0, 1, 1, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0941908333333333], [0.0075, 0.0196816666666667], [0.135, 0.0042175]]"
