Species,Times,Concentrations
"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.105, 0.0], [0.0075, 0.0], [0.0075, 0.0], [0.0075, 0.0], [0.0075, 0.0], [0.0075, 0.0], [0.0075, 0.0]]"
"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 0, 0, 0, 0, 0]","[[0.105, 'NA'], [0.0075, 'NA'], [0.0075, 'NA'], [0.0075, 'NA'], [0.0075, 'NA'], [0.0075, 'NA'], [0.0075, 'NA']]"
"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0], [0.105, 0.0], [0.0075, 0.0], [0.0075, 0.0], [0.0075, 0.0], [0.0075, 0.0], [0.0075, 0.0]]"
"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 0, 0, 0, 0, 0]","[[0.0075, 'NA'], [0.105, 'NA'], [0.0075, 'NA'], [0.0075, 'NA'], [0.0075, 'NA'], [0.0075, 'NA'], [0.0075, 'NA']]"
"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0587530188679], [0.0075, 0.0], [0.105, 0.105136981132], [0.0075, 0.0], [0.0075, 0.0], [0.0075, 0.0], [0.0075, 0.0]]"
"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0587530188679], [0.0075, 0.0], [0.105, 0.105136981132], [0.0075, 0.0], [0.0075, 0.0], [0.0075, 0.0], [0.0075, 0.0]]"
"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0326616216216], [0.0075, 0.0], [0.0075, 0.132979459459], [0.105, 0.0], [0.0075, 0.00699891891892], [0.0075, 0.0], [0.0075, 0.0]]"
"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0326616216216], [0.0075, 0.0], [0.0075, 0.132979459459], [0.105, 0.0], [0.0075, 0.00699891891892], [0.0075, 0.0], [0.0075, 0.0]]"
"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.02984515625], [0.0075, 0.0], [0.0075, 0.07116921875], [0.0075, 0.0], [0.105, 0.0321409375], [0.0075, 0.0137746875], [0.0075, 0.0]]"
"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.02984515625], [0.0075, 0.0], [0.0075, 0.07116921875], [0.0075, 0.0], [0.105, 0.0321409375], [0.0075, 0.0137746875], [0.0075, 0.0]]"
"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0], [0.0075, 0.0], [0.0075, 0.106135714286], [0.0075, 0.0], [0.0075, 0.0], [0.105, 0.0405245454545], [0.0075, 0.00192974025974]]"
"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0], [0.0075, 0.0], [0.0075, 0.106135714286], [0.0075, 0.0], [0.0075, 0.0], [0.105, 0.0405245454545], [0.0075, 0.00192974025974]]"
"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0328172222222], [0.0075, 0.0], [0.0075, 0.151995555556], [0.0075, 0.0], [0.0075, 0.0], [0.0075, 0.00172722222222], [0.105, 0.0]]"
"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0328172222222], [0.0075, 0.0], [0.0075, 0.151995555556], [0.0075, 0.0], [0.0075, 0.0], [0.0075, 0.00172722222222], [0.105, 0.0]]"
"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.105, 0.0309266666667], [0.0075, 0.0], [0.0075, 0.0618533333333], [0.0075, 0.0], [0.0075, 0.0154633333333], [0.0075, 0.0251279166667], [0.0075, 0.00579875]]"
"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.105, 0.0309266666667], [0.0075, 0.0], [0.0075, 0.0618533333333], [0.0075, 0.0], [0.0075, 0.0154633333333], [0.0075, 0.0251279166667], [0.0075, 0.00579875]]"
"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0], [0.105, 0.0], [0.0075, 0.117548630137], [0.0075, 0.0], [0.0075, 0.00261219178082], [0.0075, 0.0], [0.0075, 0.0705291780822]]"
"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0], [0.105, 0.0], [0.0075, 0.117548630137], [0.0075, 0.0], [0.0075, 0.00261219178082], [0.0075, 0.0], [0.0075, 0.0705291780822]]"
"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0], [0.0075, 0.0], [0.105, 0.103753157895], [0.0075, 0.0], [0.0075, 0.0], [0.0075, 0.0], [0.0075, 0.0754568421053]]"
"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0], [0.0075, 0.0], [0.105, 0.103753157895], [0.0075, 0.0], [0.0075, 0.0], [0.0075, 0.0], [0.0075, 0.0754568421053]]"
"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0], [0.0075, 0.0], [0.0075, 0.0890947058824], [0.105, 0.0], [0.0075, 0.0], [0.0075, 0.0], [0.0075, 0.0791952941176]]"
"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0], [0.0075, 0.0], [0.0075, 0.0890947058824], [0.105, 0.0], [0.0075, 0.0], [0.0075, 0.0], [0.0075, 0.0791952941176]]"
"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0], [0.0075, 0.0], [0.0075, 0.0771875], [0.0075, 0.0], [0.105, 0.024375], [0.0075, 0.0], [0.0075, 0.0609375]]"
"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0], [0.0075, 0.0], [0.0075, 0.0771875], [0.0075, 0.0], [0.105, 0.024375], [0.0075, 0.0], [0.0075, 0.0609375]]"
"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0], [0.0075, 0.0], [0.0075, 0.064], [0.0075, 0.0], [0.0075, 0.014], [0.105, 0.048], [0.0075, 0.016]]"
"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0], [0.0075, 0.0], [0.0075, 0.064], [0.0075, 0.0], [0.0075, 0.014], [0.105, 0.048], [0.0075, 0.016]]"
"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0], [0.0075, 0.0], [0.0075, 0.0777705882353], [0.0075, 0.0], [0.0075, 0.0], [0.0075, 0.0], [0.105, 0.0985094117647]]"
"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 1]","[[0.0075, 0.0], [0.0075, 0.0], [0.0075, 0.0777705882353], [0.0075, 0.0], [0.0075, 0.0], [0.0075, 0.0], [0.105, 0.0985094117647]]"
