7.325263294941134484e-01,5.119302293417025140e-01,6.215403066983495872e-01,6.830355083467607447e-01,9.652295370057489832e-01,1.532460693214759695e-01,5.505739778162834774e-01,5.787949123166677423e-02,4.210611988859602195e-01,5.490659230582572992e-01,8.160173307566315204e-02,5.361522561367948470e-01,6.448289547345760209e-01,3.664081835817254839e-03,1.261581268148526391e-01,7.357651501545933170e-01
5.241473158845215696e-01,7.487765927375882313e-01,5.227016163146257499e-01,6.447992584284526485e-01,8.823643782954241344e-01,2.836120746515291210e-02,7.021267114004238197e-01,1.308024441121899070e-02,3.954072017325557797e-01,7.172462376907740023e-01,6.022548509543323991e-01,4.373172871446865950e-01,1.046001303892801992e+00,1.576922900865369570e-01,1.430736754083082422e-02,7.636876241038361712e-01
6.674276820390188103e-01,8.110973720365246553e-01,7.156003109538139340e-01,4.823083221028143242e-01,8.947613877395942383e-01,6.999465905946331001e-02,4.612929385700311191e-01,6.403417348086182237e-02,3.199107039927704954e-01,7.741805971293838073e-01,5.686234626066136721e-01,5.284488689591602117e-01,1.027941856008303123e+00,4.201405859154183076e-01,4.720224555721466153e-01,8.084512697419705685e-01
8.181629363180499270e-01,4.386466900901392352e-01,5.798018413774111979e-01,4.189443288982032110e-01,8.222041114954509178e-01,1.436059930292408809e-03,5.322261294277920163e-01,2.602974304141632972e-03,4.357427878345799255e-01,7.246477085066075352e-01,6.912398589735302412e-01,5.186577259722208177e-01,7.698756009786894561e-01,3.420290236988329236e-01,1.258941179541722410e-01,7.018428808117915807e-01
5.664826166544548736e-01,8.039816983299620246e-01,7.462906479498528922e-01,5.037549039065992718e-01,9.869016861846914290e-01,1.526119594923618372e-01,3.985504353132175992e-01,8.054727626934947426e-02,3.251047371744384407e-01,5.805688358406047023e-01,4.689132285767669828e-01,4.376120644387290204e-01,6.420404888033981461e-01,3.704886351240564424e-01,3.240925965701437206e-01,6.836983111033575478e-01
5.638454680916755724e-01,5.907340361880129009e-01,7.489066882531272284e-01,6.332787088770389650e-01,7.533663927141578398e-01,7.423433600135076471e-02,5.575233256651969116e-01,2.338428542100829122e-01,4.723415259254342136e-01,5.256895567436602468e-01,3.925492701657944394e-01,7.362336296039780903e-01,8.003735667043766489e-01,3.976175881603895013e-01,4.674680416996356835e-01,6.797535325694210595e-01
5.817846254548832974e-01,6.246981046547378513e-01,6.204912080232811711e-01,6.141640144245652522e-01,8.712785796482958034e-01,3.348002444540824907e-02,5.796590566024752977e-01,7.709983800303525647e-02,5.757808194869149521e-01,5.047541149587236875e-01,2.934517945706146547e-01,4.616514097258950233e-01,9.082936925863805966e-01,3.941267443378855262e-01,3.443567500569629236e-01,8.598745034629906581e-01
7.386611744149420566e-01,2.953898837332312732e-01,3.653039674273175219e-01,7.192648063234495792e-01,1.008755577996970354e+00,6.912710888190799763e-02,4.917986179683023207e-01,1.884553802686926016e-01,5.650316400540462691e-01,4.568215446567944205e-01,4.376005026847920587e-01,3.354526590660681928e-01,6.598997537297225380e-01,5.650811240526673052e-01,2.501547687651036189e-01,7.183465725410359548e-01
8.198075992664847211e-01,1.823524333795508434e-01,7.500048976382130972e-01,6.102754283854709971e-01,9.439329889561793863e-01,9.067565626461528139e-02,6.122799791145983050e-01,2.562467493331317958e-01,4.018138929593545461e-01,5.441006185011171281e-01,4.481493351512537693e-01,3.994896123218624751e-01,6.267556652965233788e-01,7.316076836117969551e-01,1.586911013218707811e-01,8.581009780710535662e-01
7.194312805109628339e-01,5.026065963381310953e-01,7.620165648270184056e-01,5.678235762330727798e-01,9.194242582267103669e-01,1.534288651901553613e-01,3.983842487829044599e-01,3.866367626275692970e-01,8.125841712199443068e-01,6.130459975724374955e-01,8.391433064474641546e-01,2.356715600504943608e-01,7.566132164650821723e-01,8.489025064743750404e-01,8.094787974465374181e-02,7.745416100215420929e-01
5.887706922694921907e-01,2.579124614031673146e-01,6.188820463435071861e-01,4.384093058482251837e-01,1.046555299955782559e+00,3.777119521402738656e-01,4.519738412085884116e-01,1.360899296103608713e-01,6.143375985638126480e-01,5.898790475329679373e-01,6.188722841623365278e-01,1.165166556972050960e-01,6.749095913657634505e-01,6.243923672454744223e-01,2.947290620313307574e-01,7.474859018305947123e-01
2.982665621798328281e-01,5.382828859816745082e-01,3.479632182421124043e-01,8.270976124420813536e-01,1.022963528852980808e+00,1.542160791215314020e-01,2.849863122891476142e-01,2.688446235796935202e-01,4.867532782930906743e-01,5.375288347465170258e-01,4.867098750407077845e-01,7.959055898519290517e-02,7.324430813814568619e-01,9.556003931874792467e-01,2.663137204947153558e-01,5.916464958668635754e-01
5.094273488418139539e-01,6.108563472816659345e-01,5.362289585822829219e-01,5.783628584668799588e-01,8.508316670518722979e-01,9.491435431141855006e-02,1.885167394839984689e-01,6.730400139454485731e-02,7.176010844139466549e-01,5.681126507487415100e-01,5.684577914419939315e-01,3.385819143339807713e-01,7.908009937780582366e-01,8.036106353152886461e-01,4.272437372217027796e-01,5.462882418102196214e-01
7.789437834964846319e-01,6.916768448712836692e-01,4.281736877163245247e-01,5.678671004481472551e-01,1.022849389719027169e+00,3.576042259358934161e-01,4.097858742974697654e-01,1.437028710560920852e-01,2.737735072707376260e-01,3.583936958820816421e-01,4.613747447416173264e-01,3.856863244098912014e-01,5.591034304838883306e-01,7.543540657206028177e-01,3.391894556374594472e-02,5.966310489447139709e-01
6.803790295190893511e-01,4.950971396146512937e-01,3.627269359101513713e-01,5.746453366945775132e-01,7.813837232315814507e-01,1.290670872870748609e-01,3.656196174002341870e-01,1.922568236163012534e-01,3.726332891815555270e-01,1.119468122551210421e-01,5.438484527184540562e-01,4.877371486823925961e-01,5.603347761304940944e-01,6.543478627189531771e-01,2.868925039819407719e-01,6.694340630607321652e-01
4.795954782089770219e-01,3.703464666429757135e-01,2.659834394207950536e-01,5.819871596339514230e-01,7.041198689433452174e-01,2.929532015637300035e-01,4.728017530218177056e-01,2.014198264079815615e-01,3.895243531101426071e-01,2.832211137530343259e-01,6.874987498063420688e-01,2.479300021975245627e-01,6.689468356729063592e-01,7.508235552326976148e-01,3.066501289007040332e-01,4.684160546761256816e-01
5.769964673390458598e-01,3.880090347551097829e-01,5.390334003087130510e-01,7.333973759516556612e-01,8.086125594114688120e-01,1.517671206767269021e-01,4.257821794244339153e-01,2.084865630196260644e-01,3.774453099953240520e-01,1.102008746329851269e-01,7.530023514980204169e-01,2.257979124013723138e-02,8.001907338371253564e-01,9.411791256444089759e-01,1.693818321675796268e-01,4.094651000648568684e-01
5.343815367808864014e-01,3.563657327918688389e-01,5.511183116454227982e-01,6.070231528633671658e-01,1.104600324373516740e+00,4.663720626123730173e-01,5.849772847306065060e-01,6.066675740584418636e-02,4.749918222334554851e-01,1.478831569731345885e-01,5.994421394813861381e-01,5.438905326179058752e-01,6.529659587931001541e-01,4.127398686436645758e-01,2.297524268566905059e-01,8.442784342943780995e-01
4.974017351603646775e-01,4.478185858381552031e-01,5.050122583865312986e-01,4.896695491229489106e-01,9.632992836675231541e-01,1.742403863642260908e-01,3.550096875339960323e-01,2.806206782282828771e-02,4.845210259306235168e-01,3.323387504256772318e-02,8.144535738235201272e-01,6.274917783565836515e-01,5.900757269467765687e-01,5.443434861070992614e-01,2.333038145352992476e-01,4.361882676443015194e-01
6.511548361635629556e-01,2.533216219739674036e-01,7.267053883147231996e-01,6.027619669150174886e-01,7.824006780785947024e-01,4.203842501123010722e-01,2.881535985113005127e-01,1.057514760400587034e-01,3.941660164159834778e-01,3.467888850295535730e-01,4.840108205689204190e-01,6.347178676900891992e-01,6.005633505321715804e-01,6.312901618409473281e-01,1.155009868786417010e-01,7.268003264595884749e-01
4.127619853025076280e-01,4.615607760648680058e-01,6.688974241328160542e-01,7.417938553875788044e-01,9.711757539725296429e-01,2.940075531033419232e-01,3.244811853153736769e-01,6.536863076290260095e-03,2.707098961805259885e-01,2.366929543488673904e-01,4.384258181037949398e-01,6.877773191469777059e-01,6.640038289806188265e-01,6.563010987436027621e-01,2.892399129522674195e-01,5.876853805796137253e-01
